Epoch,Sim ID,Accuracy,Loss,Model,Method,Spike Threshold
0.0,0,0.10308441558441558,0.3345009666053496,Spike,Feedback Align,1e-10
0.0,1,0.09679383116883117,0.3516046051572711,Spike,Feedback Align,1e-10
0.0,2,0.11363636363636363,0.2745765693813205,Spike,Feedback Align,1e-10
0.0,3,0.08908279220779221,0.3184214479508628,Spike,Feedback Align,1e-10
0.0,4,0.11941964285714286,0.28826026446211017,Spike,Feedback Align,1e-10
5.555555555555555,0,0.950689935064935,0.00919905445603359,Spike,Feedback Align,1e-10
5.555555555555555,1,0.9485592532467533,0.009359769409733985,Spike,Feedback Align,1e-10
5.555555555555555,2,0.9523133116883117,0.009013691207166441,Spike,Feedback Align,1e-10
5.555555555555555,3,0.9521103896103896,0.009187157898502711,Spike,Feedback Align,1e-10
5.555555555555555,4,0.950689935064935,0.00929391433525943,Spike,Feedback Align,1e-10
11.11111111111111,0,0.9590097402597403,0.007790016097305372,Spike,Feedback Align,1e-10
11.11111111111111,1,0.958198051948052,0.007831276342679126,Spike,Feedback Align,1e-10
11.11111111111111,2,0.9605316558441559,0.007714598401243391,Spike,Feedback Align,1e-10
11.11111111111111,3,0.9602272727272727,0.007669560154376297,Spike,Feedback Align,1e-10
11.11111111111111,4,0.958400974025974,0.007863482804244445,Spike,Feedback Align,1e-10
16.666666666666664,0,0.966112012987013,0.0070156490764991045,Spike,Feedback Align,1e-10
16.666666666666664,1,0.9651988636363636,0.007064515244127417,Spike,Feedback Align,1e-10
16.666666666666664,2,0.9669237012987013,0.006896988563152384,Spike,Feedback Align,1e-10
16.666666666666664,3,0.966213474025974,0.006933654474771596,Spike,Feedback Align,1e-10
16.666666666666664,4,0.9656047077922078,0.007032205443188828,Spike,Feedback Align,1e-10
22.22222222222222,0,0.968851461038961,0.0065514642929996175,Spike,Feedback Align,1e-10
22.22222222222222,1,0.9679383116883117,0.006714873059264338,Spike,Feedback Align,1e-10
22.22222222222222,2,0.9701704545454546,0.006442246859967825,Spike,Feedback Align,1e-10
22.22222222222222,3,0.9709821428571429,0.006492737437011444,Spike,Feedback Align,1e-10
22.22222222222222,4,0.9676339285714286,0.006622539687632923,Spike,Feedback Align,1e-10
27.77777777777778,0,0.9693587662337663,0.00631194222436708,Spike,Feedback Align,1e-10
27.77777777777778,1,0.9702719155844156,0.006289933882397609,Spike,Feedback Align,1e-10
27.77777777777778,2,0.9726055194805194,0.006131936047968687,Spike,Feedback Align,1e-10
27.77777777777778,3,0.9708806818181818,0.006247026152350824,Spike,Feedback Align,1e-10
27.77777777777778,4,0.9702719155844156,0.006267904691019491,Spike,Feedback Align,1e-10
33.33333333333333,0,0.9720982142857143,0.006180966980057962,Spike,Feedback Align,1e-10
33.33333333333333,1,0.9720982142857143,0.006144385236549227,Spike,Feedback Align,1e-10
33.33333333333333,2,0.9734172077922078,0.0060565006009704716,Spike,Feedback Align,1e-10
33.33333333333333,3,0.9726055194805194,0.0061481228876960475,Spike,Feedback Align,1e-10
33.33333333333333,4,0.971286525974026,0.006188147980551261,Spike,Feedback Align,1e-10
38.888888888888886,0,0.971387987012987,0.0062961000634974736,Spike,Feedback Align,1e-10
38.888888888888886,1,0.9710836038961039,0.00633441075087106,Spike,Feedback Align,1e-10
38.888888888888886,2,0.9730113636363636,0.00619563656698988,Spike,Feedback Align,1e-10
38.888888888888886,3,0.9729099025974026,0.00619299959302308,Spike,Feedback Align,1e-10
38.888888888888886,4,0.9717938311688312,0.006237083136215685,Spike,Feedback Align,1e-10
44.44444444444444,0,0.9716923701298701,0.006962108387624009,Spike,Feedback Align,1e-10
44.44444444444444,1,0.9725040584415584,0.006170890782255695,Spike,Feedback Align,1e-10
44.44444444444444,2,0.9717938311688312,0.0063882596511834686,Spike,Feedback Align,1e-10
44.44444444444444,3,0.9721996753246753,0.006566631338466075,Spike,Feedback Align,1e-10
44.44444444444444,4,0.9704748376623377,0.006427464588049624,Spike,Feedback Align,1e-10
50.0,0,0.9724025974025974,0.006474047187311235,Spike,Feedback Align,1e-10
50.0,1,0.9737215909090909,0.006202206797949079,Spike,Feedback Align,1e-10
50.0,2,0.9728084415584416,0.006468751514009855,Spike,Feedback Align,1e-10
50.0,3,0.9745332792207793,0.00638048116979572,Spike,Feedback Align,1e-10
50.0,4,0.9726055194805194,0.006394659967523497,Spike,Feedback Align,1e-10
0.0,0,0.09567775974025974,0.33703732758939453,Spike,Feedback Align,1e-09
0.0,1,0.08299512987012987,0.2344293572076104,Spike,Feedback Align,1e-09
0.0,2,0.07477678571428571,0.24107450240849748,Spike,Feedback Align,1e-09
0.0,3,0.10420048701298701,0.3576696804123549,Spike,Feedback Align,1e-09
0.0,4,0.09222808441558442,0.17295150866843154,Spike,Feedback Align,1e-09
5.555555555555555,0,0.9485592532467533,0.00952578672673286,Spike,Feedback Align,1e-09
5.555555555555555,1,0.950385551948052,0.009304911483743945,Spike,Feedback Align,1e-09
5.555555555555555,2,0.9502840909090909,0.009229929430535836,Spike,Feedback Align,1e-09
5.555555555555555,3,0.9490665584415584,0.00950070029639852,Spike,Feedback Align,1e-09
5.555555555555555,4,0.9518060064935064,0.008858444224123897,Spike,Feedback Align,1e-09
11.11111111111111,0,0.9591112012987013,0.008011236577406721,Spike,Feedback Align,1e-09
11.11111111111111,1,0.9602272727272727,0.007775470474108526,Spike,Feedback Align,1e-09
11.11111111111111,2,0.9616477272727273,0.0076801655973412365,Spike,Feedback Align,1e-09
11.11111111111111,3,0.9595170454545454,0.007933440324098512,Spike,Feedback Align,1e-09
11.11111111111111,4,0.9613433441558441,0.007528979556827511,Spike,Feedback Align,1e-09
16.666666666666664,0,0.9641842532467533,0.007165904740338147,Spike,Feedback Align,1e-09
16.666666666666664,1,0.9656047077922078,0.0070170295837500545,Spike,Feedback Align,1e-09
16.666666666666664,2,0.966213474025974,0.006871001765420687,Spike,Feedback Align,1e-09
16.666666666666664,3,0.966112012987013,0.007097905687819956,Spike,Feedback Align,1e-09
16.666666666666664,4,0.9669237012987013,0.006912156461078631,Spike,Feedback Align,1e-09
22.22222222222222,0,0.968547077922078,0.006616133953483867,Spike,Feedback Align,1e-09
22.22222222222222,1,0.9708806818181818,0.006416637279367076,Spike,Feedback Align,1e-09
22.22222222222222,2,0.9691558441558441,0.006383634278980002,Spike,Feedback Align,1e-09
22.22222222222222,3,0.9694602272727273,0.006632534981443416,Spike,Feedback Align,1e-09
