Epoch,Sim ID,Accuracy,Loss,Model,Method
0.0,0,0.12094155844155845,0.41203779671325713,Spike,Random Feedback
0.0,1,0.060470779220779224,0.2951868579196304,Spike,Random Feedback
0.0,2,0.1007508116883117,0.362146003726469,Spike,Random Feedback
0.0,3,0.05905032467532467,0.40866355847860764,Spike,Random Feedback
0.0,4,0.06868912337662338,0.30618496175522325,Spike,Random Feedback
0.0,5,0.08269074675324675,0.3057843806224005,Spike,Random Feedback
0.0,6,0.11830357142857142,0.24184091591097362,Spike,Random Feedback
0.0,7,0.15290178571428573,0.40529032898361983,Spike,Random Feedback
0.0,8,0.08948863636363637,0.19979420838901923,Spike,Random Feedback
0.0,9,0.15767045454545456,0.29348329075531704,Spike,Random Feedback
5.555555555555555,0,0.8935673701298701,0.02852365760674961,Spike,Random Feedback
5.555555555555555,1,0.9073660714285714,0.025019910058580983,Spike,Random Feedback
5.555555555555555,2,0.8947849025974026,0.029342261679999766,Spike,Random Feedback
5.555555555555555,3,0.8653612012987013,0.03357208350089228,Spike,Random Feedback
5.555555555555555,4,0.9099025974025974,0.02351653057010689,Spike,Random Feedback
5.555555555555555,5,0.8949878246753247,0.02818476073179255,Spike,Random Feedback
5.555555555555555,6,0.9125405844155844,0.023977988471347068,Spike,Random Feedback
5.555555555555555,7,0.8920454545454546,0.028059978899483154,Spike,Random Feedback
5.555555555555555,8,0.8939732142857143,0.026718777938627578,Spike,Random Feedback
5.555555555555555,9,0.8876826298701299,0.02942879073142836,Spike,Random Feedback
11.11111111111111,0,0.9201501623376623,0.018335550675155587,Spike,Random Feedback
11.11111111111111,1,0.9306006493506493,0.015327603843258543,Spike,Random Feedback
11.11111111111111,2,0.927049512987013,0.01660156927721605,Spike,Random Feedback
11.11111111111111,3,0.9239042207792207,0.017412241780664642,Spike,Random Feedback
11.11111111111111,4,0.9291801948051948,0.01576511328226449,Spike,Random Feedback
11.11111111111111,5,0.9238027597402597,0.016744893720503824,Spike,Random Feedback
11.11111111111111,6,0.9327313311688312,0.014831122314426308,Spike,Random Feedback
11.11111111111111,7,0.9207589285714286,0.016788062682457017,Spike,Random Feedback
11.11111111111111,8,0.9325284090909091,0.01511162502387824,Spike,Random Feedback
11.11111111111111,9,0.9263392857142857,0.016390530000308483,Spike,Random Feedback
16.666666666666664,0,0.9342532467532467,0.014059368997767508,Spike,Random Feedback
16.666666666666664,1,0.940036525974026,0.012902048806403481,Spike,Random Feedback
16.666666666666664,2,0.9386160714285714,0.013674694222851802,Spike,Random Feedback
16.666666666666664,3,0.9388189935064936,0.013515453477956045,Spike,Random Feedback
16.666666666666664,4,0.9366883116883117,0.013716427596904222,Spike,Random Feedback
16.666666666666664,5,0.9327313311688312,0.014056328772946027,Spike,Random Feedback
16.666666666666664,6,0.9384131493506493,0.013200065876980086,Spike,Random Feedback
16.666666666666664,7,0.934963474025974,0.013905345061589044,Spike,Random Feedback
16.666666666666664,8,0.9431818181818182,0.013144182440076698,Spike,Random Feedback
16.666666666666664,9,0.9366883116883117,0.013566500281665833,Spike,Random Feedback
22.22222222222222,0,0.9381087662337663,0.013035915021893768,Spike,Random Feedback
22.22222222222222,1,0.9445008116883117,0.012048357494300015,Spike,Random Feedback
22.22222222222222,2,0.942573051948052,0.012359747496709879,Spike,Random Feedback
22.22222222222222,3,0.9440949675324676,0.01234154046991062,Spike,Random Feedback
22.22222222222222,4,0.9411525974025974,0.013111593247686045,Spike,Random Feedback
22.22222222222222,5,0.9406452922077922,0.012442983969996206,Spike,Random Feedback
22.22222222222222,6,0.9453125,0.012277391201515412,Spike,Random Feedback
22.22222222222222,7,0.942573051948052,0.012567495105557078,Spike,Random Feedback
22.22222222222222,8,0.9485592532467533,0.011744945782067848,Spike,Random Feedback
22.22222222222222,9,0.9453125,0.012422656218976577,Spike,Random Feedback
27.77777777777778,0,0.9439935064935064,0.012365323144489774,Spike,Random Feedback
27.77777777777778,1,0.9471387987012987,0.01165605612239919,Spike,Random Feedback
27.77777777777778,2,0.9475446428571429,0.012076192153230303,Spike,Random Feedback
27.77777777777778,3,0.9490665584415584,0.01187274185546207,Spike,Random Feedback
27.77777777777778,4,0.9465300324675324,0.012382257652420316,Spike,Random Feedback
27.77777777777778,5,0.9466314935064936,0.012142992691925062,Spike,Random Feedback
27.77777777777778,6,0.9448051948051948,0.012466019672941317,Spike,Random Feedback
27.77777777777778,7,0.9439935064935064,0.012490101227747834,Spike,Random Feedback
27.77777777777778,8,0.9500811688311688,0.01167552742243214,Spike,Random Feedback
27.77777777777778,9,0.9457183441558441,0.012226607835212233,Spike,Random Feedback
33.33333333333333,0,0.9462256493506493,0.01201604169484171,Spike,Random Feedback
33.33333333333333,1,0.945211038961039,0.011946922822860988,Spike,Random Feedback
33.33333333333333,2,0.9487621753246753,0.011862022623980402,Spike,Random Feedback
33.33333333333333,3,0.9494724025974026,0.011760055674788024,Spike,Random Feedback
33.33333333333333,4,0.9463271103896104,0.011983284402410829,Spike,Random Feedback
33.33333333333333,5,0.9475446428571429,0.011728399489397759,Spike,Random Feedback
33.33333333333333,6,0.9459212662337663,0.012298021430025383,Spike,Random Feedback
33.33333333333333,7,0.9464285714285714,0.0120036501418479,Spike,Random Feedback
33.33333333333333,8,0.9525162337662337,0.011316913337442738,Spike,Random Feedback
33.33333333333333,9,0.947849025974026,0.011656357298964599,Spike,Random Feedback
38.888888888888886,0,0.9472402597402597,0.012025569503304976,Spike,Random Feedback
38.888888888888886,1,0.9453125,0.011974248223634146,Spike,Random Feedback
38.888888888888886,2,0.9472402597402597,0.012105133897930649,Spike,Random Feedback
38.888888888888886,3,0.9485592532467533,0.0119195565888104,Spike,Random Feedback
38.888888888888886,4,0.947747564935065,0.011989321551531703,Spike,Random Feedback
38.888888888888886,5,0.947747564935065,0.011783679973893459,Spike,Random Feedback
38.888888888888886,6,0.9476461038961039,0.012386065413320045,Spike,Random Feedback
38.888888888888886,7,0.9470373376623377,0.012001036867885883,Spike,Random Feedback
38.888888888888886,8,0.9499797077922078,0.012021134471259812,Spike,Random Feedback
38.888888888888886,9,0.9489650974025974,0.011730277731827391,Spike,Random Feedback
44.44444444444444,0,0.9484577922077922,0.01185697116771529,Spike,Random Feedback
44.44444444444444,1,0.9463271103896104,0.011902652402428823,Spike,Random Feedback
44.44444444444444,2,0.9462256493506493,0.012018317867756924,Spike,Random Feedback
44.44444444444444,3,0.9468344155844156,0.011807169311729615,Spike,Random Feedback
44.44444444444444,4,0.9490665584415584,0.012046016098158275,Spike,Random Feedback
44.44444444444444,5,0.947747564935065,0.011967511039405986,Spike,Random Feedback
44.44444444444444,6,0.9456168831168831,0.012350725279474575,Spike,Random Feedback
44.44444444444444,7,0.9469358766233766,0.011971046131240256,Spike,Random Feedback
44.44444444444444,8,0.9492694805194806,0.012544179820631872,Spike,Random Feedback
44.44444444444444,9,0.9487621753246753,0.011581483395387419,Spike,Random Feedback
50.0,0,0.947747564935065,0.012124210863769726,Spike,Random Feedback
50.0,1,0.9459212662337663,0.012040677492287245,Spike,Random Feedback
50.0,2,0.9457183441558441,0.012451108698848886,Spike,Random Feedback
50.0,3,0.9460227272727273,0.011933966706797392,Spike,Random Feedback
50.0,4,0.9496753246753247,0.011875799724702289,Spike,Random Feedback
50.0,5,0.9464285714285714,0.012165022504624395,Spike,Random Feedback
50.0,6,0.9471387987012987,0.012467603661466486,Spike,Random Feedback
50.0,7,0.947747564935065,0.012207279752603098,Spike,Random Feedback
50.0,8,0.9482548701298701,0.01233049707357274,Spike,Random Feedback
50.0,9,0.9470373376623377,0.011731689904991105,Spike,Random Feedback
0.0,0,0.11444805194805195,0.4331836323037291,Spike,Feedback Align
0.0,1,0.09567775974025974,0.2698203085169303,Spike,Feedback Align
0.0,2,0.11109983766233766,0.247367584652677,Spike,Feedback Align
0.0,3,0.13626217532467533,0.27634756127790244,Spike,Feedback Align
0.0,4,0.1351461038961039,0.3374386066608683,Spike,Feedback Align
0.0,5,0.10409902597402597,0.3029778730834994,Spike,Feedback Align
0.0,6,0.10318587662337662,0.3787381549295221,Spike,Feedback Align
0.0,7,0.10034496753246754,0.3674748023888021,Spike,Feedback Align
0.0,8,0.11252029220779221,0.2326993061133659,Spike,Feedback Align
0.0,9,0.10896915584415584,0.35310997627312335,Spike,Feedback Align
5.555555555555555,0,0.9370941558441559,0.013023200426028428,Spike,Feedback Align
5.555555555555555,1,0.9357751623376623,0.013414512040069285,Spike,Feedback Align
5.555555555555555,2,0.9352678571428571,0.013469712297490125,Spike,Feedback Align
