Epoch,Sim ID,Accuracy,Loss,Model,Method
0.0,0,0.5807291666666666,0.267859657759715,Spike,Random Feedback
0.0,1,0.4401041666666667,0.3063706152126241,Spike,Random Feedback
0.0,2,0.3463541666666667,0.2551006344929937,Spike,Random Feedback
0.0,3,0.3333333333333333,0.3321965147490207,Spike,Random Feedback
0.0,4,0.3450520833333333,0.382878616423103,Spike,Random Feedback
0.0,5,0.3216145833333333,0.2810104204472648,Spike,Random Feedback
0.0,6,0.3450520833333333,0.26216902471388126,Spike,Random Feedback
0.0,7,0.3216145833333333,0.3354169680763388,Spike,Random Feedback
0.0,8,0.4518229166666667,0.37247235412198365,Spike,Random Feedback
0.0,9,0.3216145833333333,0.2513599863456034,Spike,Random Feedback
26.31578947368421,0,0.7708333333333334,0.11937726594224207,Spike,Random Feedback
26.31578947368421,1,0.7330729166666666,0.1300328437324286,Spike,Random Feedback
26.31578947368421,2,0.7578125,0.11690845308397035,Spike,Random Feedback
26.31578947368421,3,0.7291666666666666,0.12922516227178235,Spike,Random Feedback
26.31578947368421,4,0.7669270833333334,0.11607769084087322,Spike,Random Feedback
26.31578947368421,5,0.7552083333333334,0.1223823187888023,Spike,Random Feedback
26.31578947368421,6,0.7604166666666666,0.11814291613248201,Spike,Random Feedback
26.31578947368421,7,0.7760416666666666,0.11634599281777709,Spike,Random Feedback
26.31578947368421,8,0.7669270833333334,0.1182336147465984,Spike,Random Feedback
26.31578947368421,9,0.7682291666666666,0.11314299980200745,Spike,Random Feedback
52.63157894736842,0,0.8125,0.09842742015508507,Spike,Random Feedback
52.63157894736842,1,0.7890625,0.10191205010398124,Spike,Random Feedback
52.63157894736842,2,0.7981770833333334,0.10044928715691481,Spike,Random Feedback
52.63157894736842,3,0.7890625,0.10208092016283585,Spike,Random Feedback
52.63157894736842,4,0.8059895833333334,0.09849365414245613,Spike,Random Feedback
52.63157894736842,5,0.8151041666666666,0.10183070118447951,Spike,Random Feedback
52.63157894736842,6,0.8059895833333334,0.09788054080179644,Spike,Random Feedback
52.63157894736842,7,0.8151041666666666,0.09688229540795576,Spike,Random Feedback
52.63157894736842,8,0.8033854166666666,0.09856363048083863,Spike,Random Feedback
52.63157894736842,9,0.8098958333333334,0.09649549405045711,Spike,Random Feedback
78.94736842105263,0,0.8424479166666666,0.08733466461193316,Spike,Random Feedback
78.94736842105263,1,0.8268229166666666,0.087375164029112,Spike,Random Feedback
78.94736842105263,2,0.8450520833333334,0.08846329870921914,Spike,Random Feedback
78.94736842105263,3,0.8229166666666666,0.0911057581701175,Spike,Random Feedback
78.94736842105263,4,0.8359375,0.08822244380326356,Spike,Random Feedback
78.94736842105263,5,0.8502604166666666,0.08403304452608108,Spike,Random Feedback
78.94736842105263,6,0.8372395833333334,0.08806455398824088,Spike,Random Feedback
78.94736842105263,7,0.8450520833333334,0.08631843641949194,Spike,Random Feedback
78.94736842105263,8,0.84765625,0.08629030715040498,Spike,Random Feedback
78.94736842105263,9,0.83203125,0.08837580591424629,Spike,Random Feedback
105.26315789473684,0,0.8567708333333334,0.07892262738336529,Spike,Random Feedback
105.26315789473684,1,0.8606770833333334,0.07750688986218986,Spike,Random Feedback
105.26315789473684,2,0.8645833333333334,0.07733168834051192,Spike,Random Feedback
105.26315789473684,3,0.8463541666666666,0.0811755839108716,Spike,Random Feedback
105.26315789473684,4,0.8580729166666666,0.07950515218930425,Spike,Random Feedback
105.26315789473684,5,0.8736979166666666,0.07485345470011946,Spike,Random Feedback
105.26315789473684,6,0.859375,0.08040716286714597,Spike,Random Feedback
105.26315789473684,7,0.8841145833333334,0.07585252225092762,Spike,Random Feedback
105.26315789473684,8,0.8671875,0.07660335295628995,Spike,Random Feedback
105.26315789473684,9,0.8541666666666666,0.08020597109056936,Spike,Random Feedback
131.57894736842104,0,0.8776041666666666,0.07229172270931691,Spike,Random Feedback
131.57894736842104,1,0.8763020833333334,0.07097452667437823,Spike,Random Feedback
131.57894736842104,2,0.8880208333333334,0.06718718272950502,Spike,Random Feedback
131.57894736842104,3,0.8932291666666666,0.0709745714563131,Spike,Random Feedback
131.57894736842104,4,0.87109375,0.07277900230330864,Spike,Random Feedback
131.57894736842104,5,0.8919270833333334,0.06631614225793309,Spike,Random Feedback
131.57894736842104,6,0.8802083333333334,0.06971787186646215,Spike,Random Feedback
131.57894736842104,7,0.890625,0.06928694798166053,Spike,Random Feedback
131.57894736842104,8,0.875,0.0709980989027005,Spike,Random Feedback
131.57894736842104,9,0.8658854166666666,0.0750611856497002,Spike,Random Feedback
157.89473684210526,0,0.8893229166666666,0.06933291652310268,Spike,Random Feedback
157.89473684210526,1,0.9140625,0.06624919682556397,Spike,Random Feedback
157.89473684210526,2,0.9270833333333334,0.059315181474837976,Spike,Random Feedback
157.89473684210526,3,0.9205729166666666,0.06436663024137046,Spike,Random Feedback
